Device,Test Name,Test Status,Message(s),Test description,Test category
site1-border1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
site1-border1,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
site1-border1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
site1-border1,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
site1-border1,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
site1-border1,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
site1-border1,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
site1-border1,VerifyMlagStatus,unset,,Verifies the health status of the MLAG configuration.,MLAG
site1-border1,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
site1-border1,VerifyRoutingTableEntry,unset,,Verifies that the provided routes are present in the routing table of a specified VRF.,Routing
site1-border1,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
site1-border1,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
site1-border2,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
site1-border2,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
site1-border2,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
site1-border2,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
site1-border2,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
site1-border2,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
site1-border2,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
site1-border2,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
site1-border2,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
site1-border2,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
site1-border2,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
site1-border2,VerifyMlagStatus,unset,,Verifies the health status of the MLAG configuration.,MLAG
site1-border2,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
site1-border2,VerifyRoutingTableEntry,unset,,Verifies that the provided routes are present in the routing table of a specified VRF.,Routing
site1-border2,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
site1-border2,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
site1-wan1,VerifyAVTRole,unset,,Verifies the AVT role of a device.,AVT
site1-wan1,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
site1-wan1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
site1-wan1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
site1-wan1,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
site1-wan1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
site1-wan1,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
site1-wan1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
site1-wan1,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
site1-wan1,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
site1-wan1,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
site1-wan1,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
site1-wan1,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
site1-wan1,VerifySpecificIPSecConn,unset,,Verifies the IPv4 security connections.,Security
site1-wan1,VerifyStunClientTranslation,unset,,Verifies the translation for a source address on a STUN client.,STUN
site1-wan1,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
site1-wan1,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
site1-wan2,VerifyAVTRole,unset,,Verifies the AVT role of a device.,AVT
site1-wan2,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
site1-wan2,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
site1-wan2,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
site1-wan2,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
site1-wan2,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
site1-wan2,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
site1-wan2,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
site1-wan2,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
site1-wan2,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
site1-wan2,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
site1-wan2,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
site1-wan2,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
site1-wan2,VerifySpecificIPSecConn,unset,,Verifies the IPv4 security connections.,Security
site1-wan2,VerifyStunClientTranslation,unset,,Verifies the translation for a source address on a STUN client.,STUN
site1-wan2,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
site1-wan2,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
site2-leaf1,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
site2-leaf1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
site2-leaf1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
site2-leaf1,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
site2-leaf1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
site2-leaf1,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
site2-leaf1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
site2-leaf1,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
site2-leaf1,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
site2-leaf1,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
site2-leaf1,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
site2-leaf1,VerifyMlagStatus,unset,,Verifies the health status of the MLAG configuration.,MLAG
site2-leaf1,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
site2-leaf1,VerifyRoutingTableEntry,unset,,Verifies that the provided routes are present in the routing table of a specified VRF.,Routing
site2-leaf1,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
site2-leaf1,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
site2-leaf2,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
site2-leaf2,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
site2-leaf2,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
site2-leaf2,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
site2-leaf2,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
site2-leaf2,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
site2-leaf2,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
site2-leaf2,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
site2-leaf2,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
site2-leaf2,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
site2-leaf2,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
site2-leaf2,VerifyMlagStatus,unset,,Verifies the health status of the MLAG configuration.,MLAG
site2-leaf2,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
site2-leaf2,VerifyRoutingTableEntry,unset,,Verifies that the provided routes are present in the routing table of a specified VRF.,Routing
site2-leaf2,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
site2-leaf2,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
site2-wan1,VerifyAVTRole,unset,,Verifies the AVT role of a device.,AVT
site2-wan1,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
site2-wan1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
site2-wan1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
site2-wan1,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
site2-wan1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
site2-wan1,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
site2-wan1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
site2-wan1,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
site2-wan1,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
site2-wan1,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
site2-wan1,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
site2-wan1,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
site2-wan1,VerifySpecificIPSecConn,unset,,Verifies the IPv4 security connections.,Security
site2-wan1,VerifyStunClientTranslation,unset,,Verifies the translation for a source address on a STUN client.,STUN
site2-wan1,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
site2-wan1,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
site2-wan2,VerifyAVTRole,unset,,Verifies the AVT role of a device.,AVT
site2-wan2,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
site2-wan2,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
site2-wan2,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
site2-wan2,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
site2-wan2,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
site2-wan2,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
site2-wan2,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
site2-wan2,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
site2-wan2,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
site2-wan2,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
site2-wan2,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
site2-wan2,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
site2-wan2,VerifySpecificIPSecConn,unset,,Verifies the IPv4 security connections.,Security
site2-wan2,VerifyStunClientTranslation,unset,,Verifies the translation for a source address on a STUN client.,STUN
site2-wan2,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
site2-wan2,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
site3-leaf1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
site3-leaf1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
site3-leaf1,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
site3-leaf1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
site3-leaf1,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
site3-leaf1,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
site3-leaf1,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
site3-leaf1,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
site3-leaf1,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
site3-leaf1,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
site3-leaf1,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
site3-wan1,VerifyAVTRole,unset,,Verifies the AVT role of a device.,AVT
site3-wan1,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
site3-wan1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
site3-wan1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
site3-wan1,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
site3-wan1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
site3-wan1,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
site3-wan1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
site3-wan1,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
site3-wan1,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
site3-wan1,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
site3-wan1,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
site3-wan1,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
site3-wan1,VerifySpecificIPSecConn,unset,,Verifies the IPv4 security connections.,Security
site3-wan1,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
site3-wan1,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
